median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
245900.0,-118.34,33.89,36.0,2392.0,444.0,1346.0,445.0,6.0088
244500.0,-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373
233300.0,-118.34,33.88,42.0,725.0,183.0,493.0,172.0,3.2589
298400.0,-118.34,33.88,31.0,3122.0,727.0,1885.0,715.0,3.8657
255900.0,-118.34,33.87,34.0,1069.0,217.0,601.0,212.0,4.6406
266600.0,-118.34,33.87,28.0,4605.0,1188.0,2558.0,1093.0,3.6988
286500.0,-118.34,33.87,28.0,2948.0,566.0,1445.0,524.0,5.3743
279400.0,-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259
285900.0,-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791
309700.0,-118.34,33.84,36.0,1561.0,252.0,740.0,253.0,6.2778
331900.0,-118.34,33.84,36.0,1407.0,231.0,676.0,231.0,5.269
350900.0,-118.34,33.83,35.0,1818.0,353.0,853.0,321.0,5.8972
327700.0,-118.34,33.8,34.0,1730.0,427.0,1008.0,393.0,3.9408
318900.0,-118.34,33.8,33.0,2194.0,469.0,987.0,397.0,5.0951
446800.0,-118.34,33.8,25.0,4177.0,832.0,2123.0,789.0,5.0814
350000.0,-118.34,33.79,36.0,716.0,123.0,388.0,124.0,5.0254
500001.0,-118.34,33.78,25.0,11016.0,1626.0,4168.0,1584.0,8.1782
500001.0,-118.34,33.76,34.0,5586.0,674.0,1871.0,636.0,15.0001
333300.0,-118.35,34.52,14.0,3490.0,592.0,1710.0,580.0,5.9171
191700.0,-118.35,34.32,52.0,102.0,29.0,54.0,32.0,1.9875
248200.0,-118.35,34.28,30.0,3214.0,513.0,1700.0,533.0,4.6944
205400.0,-118.35,34.27,32.0,604.0,108.0,314.0,113.0,6.2037
354400.0,-118.35,34.25,34.0,2795.0,460.0,1267.0,443.0,6.1464
154300.0,-118.35,34.22,41.0,1560.0,374.0,1668.0,389.0,3.025
228700.0,-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997
172600.0,-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75
181400.0,-118.35,34.21,39.0,1470.0,312.0,1047.0,284.0,3.275
209100.0,-118.35,34.19,45.0,903.0,190.0,557.0,204.0,4.0313
230400.0,-118.35,34.18,46.0,1840.0,379.0,866.0,360.0,3.3056
225000.0,-118.35,34.17,47.0,858.0,170.0,365.0,171.0,2.0385
216000.0,-118.35,34.17,42.0,1604.0,326.0,814.0,329.0,4.4408
267900.0,-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636
293800.0,-118.35,34.16,45.0,1390.0,281.0,538.0,270.0,4.2212
250000.0,-118.35,34.16,42.0,2267.0,478.0,1083.0,458.0,3.2015
500001.0,-118.35,34.15,52.0,1680.0,238.0,493.0,211.0,9.042
500001.0,-118.35,34.15,35.0,2245.0,393.0,783.0,402.0,4.1544
385900.0,-118.35,34.13,39.0,1610.0,278.0,511.0,278.0,4.3333
364500.0,-118.35,34.1,26.0,3977.0,1050.0,1720.0,935.0,3.358
237500.0,-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845
225000.0,-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036
250000.0,-118.35,34.1,18.0,4109.0,1301.0,2103.0,1116.0,2.325
372200.0,-118.35,34.1,16.0,2930.0,1038.0,1648.0,980.0,2.6458
280600.0,-118.35,34.09,47.0,1800.0,546.0,921.0,478.0,2.8021
315800.0,-118.35,34.09,42.0,2210.0,643.0,1228.0,605.0,2.5982
266700.0,-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349
236100.0,-118.35,34.09,35.0,2234.0,689.0,1334.0,662.0,2.5444
288900.0,-118.35,34.09,35.0,1989.0,634.0,1108.0,593.0,1.6081
175000.0,-118.35,34.08,52.0,2877.0,721.0,1186.0,704.0,3.2645
342000.0,-118.35,34.08,52.0,2088.0,388.0,908.0,375.0,3.8141
479000.0,-118.35,34.08,52.0,1801.0,313.0,714.0,293.0,4.6838
395700.0,-118.35,34.08,52.0,1003.0,200.0,514.0,204.0,3.8472
500001.0,-118.35,34.07,52.0,2497.0,406.0,1030.0,412.0,4.89
500001.0,-118.35,34.07,52.0,2315.0,356.0,894.0,345.0,4.1328
350000.0,-118.35,34.07,46.0,1651.0,410.0,512.0,397.0,4.0179
287500.0,-118.35,34.07,45.0,7803.0,2154.0,3359.0,2041.0,3.3594
500001.0,-118.35,34.07,45.0,3312.0,880.0,1157.0,809.0,3.5719
500001.0,-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722
250000.0,-118.35,34.06,52.0,2837.0,602.0,1164.0,551.0,3.2411
440900.0,-118.35,34.06,52.0,1368.0,322.0,617.0,303.0,5.3819
400000.0,-118.35,34.06,48.0,3551.0,826.0,1601.0,827.0,3.2279
385000.0,-118.35,34.06,48.0,1354.0,279.0,716.0,309.0,3.7167
234100.0,-118.35,34.05,47.0,2815.0,679.0,1533.0,594.0,2.5806
290800.0,-118.35,34.05,46.0,2149.0,451.0,905.0,443.0,2.8841
151600.0,-118.35,34.04,49.0,1104.0,266.0,668.0,297.0,3.0856
138000.0,-118.35,34.04,45.0,1839.0,459.0,1312.0,460.0,2.5625
179200.0,-118.35,34.04,45.0,1579.0,357.0,713.0,335.0,2.1711
169400.0,-118.35,34.04,41.0,1617.0,423.0,1110.0,375.0,2.4635
150700.0,-118.35,34.04,36.0,1956.0,601.0,1672.0,546.0,1.8685
110900.0,-118.35,34.03,44.0,865.0,208.0,537.0,183.0,1.9
123300.0,-118.35,34.03,43.0,2122.0,524.0,1510.0,436.0,2.2273
125400.0,-118.35,34.03,42.0,2043.0,512.0,1634.0,501.0,1.9928
138100.0,-118.35,34.03,35.0,1438.0,333.0,794.0,306.0,1.975
134700.0,-118.35,34.02,52.0,427.0,92.0,233.0,116.0,3.25
118800.0,-118.35,34.02,34.0,5218.0,1576.0,3538.0,1371.0,1.5143
87500.0,-118.35,34.02,27.0,3358.0,1069.0,2415.0,956.0,1.4589
332100.0,-118.35,34.01,35.0,3776.0,733.0,1583.0,749.0,3.5486
353200.0,-118.35,34.01,33.0,3246.0,601.0,1585.0,603.0,3.6629
270400.0,-118.35,34.0,46.0,3402.0,503.0,1389.0,504.0,5.3462
492500.0,-118.35,34.0,30.0,1879.0,226.0,740.0,266.0,6.431
180100.0,-118.35,33.99,47.0,2183.0,380.0,927.0,371.0,4.9531
222100.0,-118.35,33.99,45.0,1764.0,401.0,679.0,334.0,3.2021
207600.0,-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235
170800.0,-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745
152800.0,-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194
143500.0,-118.35,33.97,33.0,1495.0,474.0,1272.0,447.0,2.0694
323800.0,-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056
143400.0,-118.35,33.97,26.0,3832.0,1074.0,2340.0,904.0,2.6734
159400.0,-118.35,33.97,25.0,1864.0,616.0,1710.0,575.0,2.2303
164300.0,-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354
157500.0,-118.35,33.96,21.0,2714.0,881.0,1549.0,853.0,1.2094
159800.0,-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892
137500.0,-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519
147700.0,-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681
144600.0,-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125
142200.0,-118.35,33.94,38.0,1794.0,508.0,2188.0,454.0,2.6654
150400.0,-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547
149100.0,-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462
146900.0,-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344
162500.0,-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766
170600.0,-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375
192800.0,-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139
191900.0,-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01
223300.0,-118.35,33.93,25.0,2260.0,692.0,1603.0,673.0,2.11
235400.0,-118.35,33.91,34.0,2055.0,448.0,1134.0,408.0,3.825
269700.0,-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187
265000.0,-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234
244000.0,-118.35,33.91,29.0,2461.0,535.0,1236.0,482.0,4.8409
241400.0,-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775
264500.0,-118.35,33.91,26.0,2159.0,523.0,1331.0,520.0,3.87
272800.0,-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512
231300.0,-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813
230000.0,-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485
232400.0,-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875
225000.0,-118.35,33.9,31.0,1547.0,344.0,956.0,287.0,3.4698
237000.0,-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417
220300.0,-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971
207900.0,-118.35,33.9,13.0,2887.0,853.0,2197.0,800.0,2.8777
233900.0,-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552
232700.0,-118.35,33.89,25.0,1769.0,440.0,1371.0,414.0,3.0833
225800.0,-118.35,33.88,44.0,822.0,180.0,480.0,177.0,4.4
238200.0,-118.35,33.88,36.0,1583.0,411.0,1097.0,350.0,4.0737
233900.0,-118.35,33.88,36.0,1567.0,362.0,1054.0,386.0,3.2594
237500.0,-118.35,33.88,25.0,1459.0,362.0,1150.0,354.0,3.35
261300.0,-118.35,33.87,37.0,1420.0,286.0,886.0,290.0,4.5833
279600.0,-118.35,33.87,34.0,2823.0,500.0,1429.0,483.0,5.5
281500.0,-118.35,33.86,28.0,2075.0,463.0,1216.0,446.0,3.9732
271300.0,-118.35,33.86,24.0,2139.0,481.0,971.0,418.0,4.3859
348200.0,-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426
354200.0,-118.35,33.85,34.0,1770.0,291.0,916.0,289.0,5.0
354700.0,-118.35,33.84,22.0,13133.0,3680.0,7180.0,3522.0,3.5414
342000.0,-118.35,33.83,36.0,1102.0,193.0,522.0,172.0,6.1187
328900.0,-118.35,33.82,28.0,7591.0,1710.0,3420.0,1635.0,4.0708
500001.0,-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541
500001.0,-118.35,33.74,25.0,8272.0,1132.0,3392.0,1132.0,10.0973
378000.0,-118.36,34.26,34.0,3677.0,573.0,1598.0,568.0,6.838
183200.0,-118.36,34.23,15.0,2485.0,742.0,1994.0,670.0,2.8333
160300.0,-118.36,34.22,37.0,1512.0,348.0,1545.0,351.0,3.7663
209500.0,-118.36,34.19,46.0,1676.0,322.0,846.0,295.0,5.1814
176400.0,-118.36,34.19,11.0,2921.0,685.0,1512.0,664.0,4.1445
194900.0,-118.36,34.18,36.0,2233.0,605.0,1934.0,599.0,2.8784
188700.0,-118.36,34.18,34.0,1471.0,423.0,995.0,386.0,2.9583
200000.0,-118.36,34.18,31.0,1109.0,354.0,1119.0,334.0,2.3056
229100.0,-118.36,34.17,46.0,1268.0,240.0,661.0,239.0,4.0742
194100.0,-118.36,34.17,44.0,2295.0,560.0,1543.0,528.0,2.3851
199500.0,-118.36,34.17,31.0,1939.0,505.0,1584.0,466.0,2.5234
274300.0,-118.36,34.16,43.0,2850.0,709.0,1510.0,670.0,2.4835
417900.0,-118.36,34.16,42.0,2304.0,442.0,862.0,429.0,4.3542
325000.0,-118.36,34.16,32.0,2455.0,556.0,989.0,493.0,4.0764
366100.0,-118.36,34.15,34.0,3659.0,921.0,1338.0,835.0,3.6202
495600.0,-118.36,34.13,36.0,6871.0,1180.0,2216.0,1130.0,8.0499
500001.0,-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136
500001.0,-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195
405100.0,-118.36,34.1,52.0,1295.0,281.0,578.0,273.0,2.976
500001.0,-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179
500001.0,-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588
355300.0,-118.36,34.09,38.0,2158.0,582.0,1061.0,577.0,2.9643
313600.0,-118.36,34.09,36.0,1616.0,465.0,773.0,429.0,2.6
200000.0,-118.36,34.09,36.0,1390.0,458.0,874.0,468.0,2.5812
312500.0,-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558
243800.0,-118.36,34.09,33.0,3463.0,1170.0,1845.0,1134.0,2.0205
283300.0,-118.36,34.09,30.0,2353.0,728.0,1365.0,718.0,2.0702
383300.0,-118.36,34.09,28.0,1111.0,300.0,526.0,294.0,2.6136
225000.0,-118.36,34.08,52.0,2373.0,601.0,1135.0,576.0,3.1765
175000.0,-118.36,34.08,52.0,1902.0,488.0,848.0,478.0,2.9621
397900.0,-118.36,34.08,45.0,2195.0,483.0,1265.0,455.0,3.3864
367100.0,-118.36,34.08,40.0,3110.0,764.0,1557.0,763.0,1.9937
411100.0,-118.36,34.07,48.0,1740.0,360.0,748.0,357.0,4.7019
355200.0,-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375
355000.0,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25
338100.0,-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,3.0833
243600.0,-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813
322600.0,-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824
295200.0,-118.36,34.05,47.0,1424.0,300.0,632.0,278.0,4.0625
252000.0,-118.36,34.05,45.0,2283.0,509.0,1093.0,475.0,2.5658
254700.0,-118.36,34.05,45.0,1879.0,395.0,946.0,409.0,3.3333
202100.0,-118.36,34.05,42.0,1372.0,275.0,674.0,271.0,2.8793
242000.0,-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917
139400.0,-118.36,34.04,48.0,1769.0,429.0,993.0,405.0,2.3214
157000.0,-118.36,34.04,45.0,1767.0,417.0,1052.0,379.0,3.5161
125800.0,-118.36,34.04,34.0,3239.0,806.0,2331.0,765.0,2.0538
133500.0,-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078
120700.0,-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879
120000.0,-118.36,34.03,38.0,1400.0,376.0,1139.0,315.0,2.2368
143800.0,-118.36,34.03,36.0,1083.0,342.0,1023.0,295.0,2.1324
125900.0,-118.36,34.03,35.0,1819.0,499.0,1666.0,482.0,1.6452
195800.0,-118.36,34.02,46.0,3745.0,798.0,1502.0,808.0,3.8643
189700.0,-118.36,34.02,43.0,1356.0,333.0,796.0,329.0,1.7159
350400.0,-118.36,34.01,33.0,3140.0,466.0,1214.0,464.0,6.5044
268900.0,-118.36,33.99,45.0,2005.0,368.0,909.0,364.0,4.6406
287100.0,-118.36,33.99,43.0,2657.0,548.0,1145.0,524.0,4.1375
313700.0,-118.36,33.99,35.0,3702.0,648.0,1449.0,614.0,5.3194
259400.0,-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038
218800.0,-118.36,33.98,39.0,813.0,185.0,344.0,154.0,3.5833
160900.0,-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712
142500.0,-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823
195800.0,-118.36,33.97,18.0,1284.0,283.0,990.0,289.0,4.0179
177300.0,-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583
170000.0,-118.36,33.96,25.0,1849.0,518.0,1498.0,451.0,2.8378
146900.0,-118.36,33.96,21.0,1802.0,556.0,1286.0,557.0,2.7284
129200.0,-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393
177500.0,-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875
163900.0,-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635
170800.0,-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237
177200.0,-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535
156800.0,-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056
148500.0,-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125
152300.0,-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063
202500.0,-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132
170000.0,-118.36,33.93,30.0,1132.0,347.0,1433.0,341.0,2.68
204500.0,-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656
226800.0,-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023
229300.0,-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667
233800.0,-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375
225600.0,-118.36,33.91,42.0,1949.0,422.0,1184.0,423.0,4.3333
222500.0,-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8
243100.0,-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1
230000.0,-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74
205000.0,-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551
230400.0,-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313
214000.0,-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727
329200.0,-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299
228000.0,-118.36,33.89,37.0,1719.0,426.0,1266.0,424.0,3.375
227600.0,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169
336200.0,-118.36,33.88,44.0,1362.0,237.0,709.0,247.0,4.4271
236800.0,-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454
295800.0,-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404
260800.0,-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65
230700.0,-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844
267400.0,-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049
290000.0,-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208
293000.0,-118.36,33.87,19.0,2512.0,575.0,1275.0,544.0,4.9375
281900.0,-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868
295900.0,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784
330700.0,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422
332600.0,-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799
297400.0,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456
305900.0,-118.36,33.86,34.0,1865.0,345.0,963.0,302.0,5.543
334400.0,-118.36,33.85,36.0,1390.0,230.0,683.0,219.0,4.8906
343000.0,-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654
361300.0,-118.36,33.84,22.0,11016.0,3170.0,6664.0,2838.0,3.703
353600.0,-118.36,33.83,36.0,1660.0,300.0,943.0,300.0,5.1984
350200.0,-118.36,33.83,35.0,2828.0,487.0,1439.0,490.0,5.6013
343400.0,-118.36,33.83,35.0,1378.0,247.0,645.0,217.0,5.9143
339000.0,-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247
339500.0,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765
356800.0,-118.36,33.81,34.0,2211.0,502.0,1113.0,488.0,4.7026
378800.0,-118.36,33.81,25.0,9042.0,2022.0,4458.0,1944.0,4.5592
500001.0,-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241
500001.0,-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609
71300.0,-118.37,36.19,10.0,443.0,111.0,48.0,21.0,3.125
225200.0,-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507
229200.0,-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121
164600.0,-118.37,34.23,32.0,1444.0,317.0,1177.0,311.0,3.6
151500.0,-118.37,34.22,17.0,1787.0,463.0,1671.0,448.0,3.5521
174100.0,-118.37,34.22,11.0,2127.0,581.0,1989.0,530.0,2.9028
176600.0,-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875
176400.0,-118.37,34.21,36.0,1392.0,326.0,1181.0,303.0,3.1563
175700.0,-118.37,34.21,34.0,2272.0,558.0,2164.0,484.0,3.7143
170400.0,-118.37,34.2,33.0,1438.0,309.0,1378.0,306.0,2.8917
185100.0,-118.37,34.19,19.0,2890.0,821.0,2203.0,705.0,2.6696
178400.0,-118.37,34.18,42.0,1140.0,300.0,643.0,252.0,3.3958
190200.0,-118.37,34.18,36.0,1608.0,373.0,1217.0,374.0,2.9728
177300.0,-118.37,34.18,35.0,2949.0,794.0,2106.0,746.0,2.9228
198900.0,-118.37,34.18,33.0,1829.0,512.0,1345.0,500.0,3.1629
325000.0,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198
184400.0,-118.37,34.17,42.0,600.0,171.0,377.0,181.0,2.4107
191800.0,-118.37,34.17,42.0,1713.0,416.0,1349.0,427.0,3.2596
185400.0,-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784
221400.0,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756
250000.0,-118.37,34.16,6.0,6526.0,2007.0,3298.0,1790.0,2.7231
262500.0,-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375
232400.0,-118.37,34.16,17.0,4150.0,1148.0,1808.0,1041.0,3.5051
225000.0,-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128
263100.0,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373
197900.0,-118.37,34.14,8.0,4382.0,1560.0,2138.0,1411.0,3.5714
396400.0,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096
367700.0,-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986
500001.0,-118.37,34.13,28.0,4287.0,627.0,1498.0,615.0,8.5677
500001.0,-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615
500001.0,-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842
300000.0,-118.37,34.09,38.0,4408.0,1295.0,1690.0,1229.0,3.0156
383300.0,-118.37,34.09,38.0,1349.0,344.0,547.0,309.0,3.2159
500001.0,-118.37,34.09,33.0,3180.0,865.0,1347.0,841.0,4.0651
225000.0,-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818
500001.0,-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942
400000.0,-118.37,34.09,24.0,630.0,172.0,257.0,147.0,5.5224
341700.0,-118.37,34.09,22.0,4247.0,1253.0,1766.0,1170.0,3.1517
393600.0,-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524
423700.0,-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338
312500.0,-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713
300000.0,-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149
486900.0,-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25
486400.0,-118.37,34.07,52.0,2195.0,435.0,884.0,432.0,5.24
474300.0,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286
405600.0,-118.37,34.07,50.0,2519.0,537.0,1117.0,516.0,4.3667
287500.0,-118.37,34.07,44.0,2703.0,663.0,1045.0,619.0,3.201
453400.0,-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677
446000.0,-118.37,34.06,52.0,843.0,160.0,333.0,151.0,4.5192
500001.0,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217
500001.0,-118.37,34.06,52.0,1608.0,289.0,630.0,252.0,5.5596
444300.0,-118.37,34.05,52.0,2346.0,437.0,1121.0,400.0,4.0583
275000.0,-118.37,34.05,48.0,1266.0,234.0,539.0,222.0,4.005
296100.0,-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883
345300.0,-118.37,34.05,35.0,2457.0,552.0,1159.0,523.0,3.0862
278500.0,-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825
202800.0,-118.37,34.04,43.0,888.0,170.0,514.0,161.0,3.1827
289400.0,-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,4.0781
143000.0,-118.37,34.04,42.0,1809.0,424.0,1094.0,382.0,2.767
333300.0,-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25
140900.0,-118.37,34.03,43.0,1350.0,287.0,811.0,307.0,3.3636
188400.0,-118.37,34.03,41.0,1425.0,285.0,838.0,296.0,3.9732
196400.0,-118.37,34.03,39.0,213.0,44.0,138.0,52.0,2.125
122200.0,-118.37,34.03,37.0,1236.0,309.0,966.0,292.0,3.0694
193200.0,-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154
246800.0,-118.37,34.02,33.0,2263.0,430.0,900.0,382.0,4.4028
397000.0,-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695
439100.0,-118.37,33.99,32.0,4018.0,564.0,1400.0,568.0,8.6718
331800.0,-118.37,33.98,39.0,303.0,69.0,131.0,73.0,4.3438
287800.0,-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,5.726
285700.0,-118.37,33.97,32.0,6699.0,1781.0,2725.0,1544.0,3.3889
179800.0,-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646
153100.0,-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464
175000.0,-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875
262500.0,-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297
181700.0,-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438
149400.0,-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675
246300.0,-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861
245800.0,-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958
218300.0,-118.37,33.92,44.0,938.0,181.0,502.0,171.0,4.4722
242700.0,-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255
245600.0,-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611
238900.0,-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688
227800.0,-118.37,33.91,41.0,1869.0,427.0,1334.0,435.0,3.9355
294800.0,-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482
256300.0,-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409
356800.0,-118.37,33.89,21.0,2696.0,548.0,1142.0,473.0,5.6091
324000.0,-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211
334200.0,-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357
340700.0,-118.37,33.88,26.0,2620.0,530.0,1282.0,525.0,4.4828
342600.0,-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335
359900.0,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755
304200.0,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02
338600.0,-118.37,33.87,18.0,2516.0,485.0,1128.0,433.0,5.0114
294000.0,-118.37,33.87,13.0,2907.0,726.0,1573.0,694.0,3.5048
